Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Vendor DUNS,Vendor Name,Vendor City,Vendor State,Vendor ZIP Code,Global DUNS Number,Global Vendor Name,Additional Reporting Code,Additional Reporting Description,
"DJA16AHDQP0174",,"2","0","PO Purchase Order","$46,109.04","Dec 28, 2016",,"1560","ATF ACQUISITION AND PROPERTY MGMT DIV","ATF","S","X1JZ","LEASE/RENTAL OF MISCELLANEOUS BUILDINGS","531190","LESSORS OF OTHER REAL ESTATE PROPERTY","789519845","SBA STRUCTURES, LLC","BOCA RATON","FL","334871310","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJA16AHDQP0174",,"P00003","0","PO Purchase Order","$48,414.40","Dec 1, 2017",,"1560","ATF ACQUISITION AND PROPERTY MGMT DIV","ATF","S","X1JZ","LEASE/RENTAL OF MISCELLANEOUS BUILDINGS","531190","LESSORS OF OTHER REAL ESTATE PROPERTY","789519845","SBA STRUCTURES, LLC","BOCA RATON","FL","334871310","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJA16AHDQP0174",,"P00004","0","PO Purchase Order","$50,835.12","Nov 27, 2018",,"1560","ATF ACQUISITION AND PROPERTY MGMT DIV","ATF","S","X1JZ","LEASE/RENTAL OF MISCELLANEOUS BUILDINGS","531190","LESSORS OF OTHER REAL ESTATE PROPERTY","789519845","SBA STRUCTURES, LLC","BOCA RATON","FL","334871310","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD09CBP0007",,"0","0","PO Purchase Order","$5,517.12","May 21, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-CARIBBEAN","S","X174","LEASE-RENT OF OPEN STORAGE FAC","532310","GENERAL RENTAL CENTERS","010929482","SBA TELECOMMUNICATIONS INC","BOCA RATON","FL","334872797","010929482","SBA TELECOMMUNICATIONS INC",,,
"DJD09CBP0007",,"1","0","PO Purchase Order","-$5,517.12","Jul 10, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-CARIBBEAN","S","X174","LEASE-RENT OF OPEN STORAGE FAC","532310","GENERAL RENTAL CENTERS","010929482","SBA TELECOMMUNICATIONS INC","BOCA RATON","FL","334872797","010929482","SBA TELECOMMUNICATIONS INC",,,
"DJD09CBP0008",,"0","0","PO Purchase Order","$2,700.00","May 21, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-CARIBBEAN","S","X224","LEASE-RENT OF PARKING FACILITIES","238290","OTHER BUILDING EQUIPMENT CONTRACTORS","010929482","SBA TELECOMMUNICATIONS INC","BOCA RATON","FL","334872797","010929482","SBA TELECOMMUNICATIONS INC",,,
"DJD09CBP0008",,"1","0","PO Purchase Order","-$1,801.00","Jul 6, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-CARIBBEAN","S","X224","LEASE-RENT OF PARKING FACILITIES","238290","OTHER BUILDING EQUIPMENT CONTRACTORS","010929482","SBA TELECOMMUNICATIONS INC","BOCA RATON","FL","334872797","010929482","SBA TELECOMMUNICATIONS INC",,,
"DJD09CBP0019",,"0",0,"IDC Indefinite Delivery Contract","$4,500.00","Jul 6, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-CARIBBEAN","S","X174","LEASE-RENT OF OPEN STORAGE FAC","517110","WIRED TELECOMMUNICATIONS CARRIERS","807856963","SBA INFRASTRUCTURE, LLC","BOCA RATON","FL","334872797","807856963","SBA INFRASTRUCTURE  LLC",,,
"DJD09CBP0020",,"0","0","DCA Definitive Contract","$5,517.12","Jul 10, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-CARIBBEAN","S","X174","LEASE-RENT OF OPEN STORAGE FAC","517919","ALL OTHER TELECOMMUNICATIONS","807856963","SBA INFRASTRUCTURE, LLC","BOCA RATON","FL","334872797","807856963","SBA INFRASTRUCTURE  LLC",,,
"DJD09CBP0020",,"1","0","DCA Definitive Contract","$5,517.12","Jul 30, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-CARIBBEAN","S","X174","LEASE-RENT OF OPEN STORAGE FAC","517919","ALL OTHER TELECOMMUNICATIONS","807856963","SBA INFRASTRUCTURE, LLC","BOCA RATON","FL","334872797","807856963","SBA INFRASTRUCTURE  LLC",,,
"DJD09PHP0010",,"0","0","PO Purchase Order","$1,581.36","May 28, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-PHILADELPHIA","S","W058","LEASE-RENT OF COMMUNICATION EQ","531190","LESSORS OF OTHER REAL ESTATE PROPERTY","361496669","SBA PROPERTIES INC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD09PHP0010",,"1","0","PO Purchase Order","$1,581.36","Aug 17, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-PHILADELPHIA","S","W058","LEASE-RENT OF COMMUNICATION EQ","531190","LESSORS OF OTHER REAL ESTATE PROPERTY","361496669","SBA PROPERTIES INC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10ATP0034",,"0","0","PO Purchase Order","$0.00","Sep 25, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-ATLANTA","S","R426","COMMUNICATIONS SERVICES","334220","RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING","789519597","SBA TOWERS II LLC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10ATP0034",,"1","0","PO Purchase Order","$1,240.00","Dec 3, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-ATLANTA","S","R426","COMMUNICATIONS SERVICES","334220","RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING","789519597","SBA TOWERS II LLC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10ATP0034",,"2","0","PO Purchase Order","$0.00","Dec 16, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-ATLANTA","S","R426","COMMUNICATIONS SERVICES","334220","RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING","789519597","SBA TOWERS II LLC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10ATP0034",,"3","0","PO Purchase Order","$620.00","Dec 21, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-ATLANTA","S","R426","COMMUNICATIONS SERVICES","334220","RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING","789519597","SBA TOWERS II LLC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10ATP0034",,"4","0","PO Purchase Order","$1,240.00","Feb 8, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-ATLANTA","S","R426","COMMUNICATIONS SERVICES","334220","RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING","789519597","SBA TOWERS II LLC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10ATP0034",,"5","0","PO Purchase Order","$2,480.00","Mar 5, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-ATLANTA","S","R426","COMMUNICATIONS SERVICES","334220","RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING","789519597","SBA TOWERS II LLC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10ATP0034",,"7","0","PO Purchase Order","$1,860.00","Jun 23, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-ATLANTA","S","R426","COMMUNICATIONS SERVICES","334220","RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING","789519597","SBA TOWERS II LLC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10ATP0170",,"0","0","PO Purchase Order","$1,240.00","Sep 1, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-ATLANTA","S","R426","COMMUNICATIONS SERVICES","515111","RADIO NETWORKS","789519597","SBA TOWERS II LLC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10ATP0170",,"1","0","PO Purchase Order","$37.20","Dec 9, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-ATLANTA","S","R426","COMMUNICATIONS SERVICES","515111","RADIO NETWORKS","789519597","SBA TOWERS II LLC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10BOP0020",,"0","0","PO Purchase Order","$3,399.00","Nov 17, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-BOSTON","S","W058","LEASE-RENT OF COMMUNICATION EQ","237130","POWER AND COMMUNICATION LINE AND RELATED STRUCTURES CONSTRUCTION","807856963","SBA INFRASTRUCTURE, LLC","BOCA RATON","FL","334872797","807856963","SBA INFRASTRUCTURE  LLC",,,
"DJD10BOP0020",,"1","0","PO Purchase Order","$0.00","Nov 23, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-BOSTON","S","W058","LEASE-RENT OF COMMUNICATION EQ","237130","POWER AND COMMUNICATION LINE AND RELATED STRUCTURES CONSTRUCTION","807856963","SBA INFRASTRUCTURE, LLC","BOCA RATON","FL","334872797","807856963","SBA INFRASTRUCTURE  LLC",,,
"DJD10BOP0020",,"2","0","PO Purchase Order","$3,399.00","Jan 28, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-BOSTON","S","W058","LEASE-RENT OF COMMUNICATION EQ","237130","POWER AND COMMUNICATION LINE AND RELATED STRUCTURES CONSTRUCTION","807856963","SBA INFRASTRUCTURE, LLC","BOCA RATON","FL","334872797","807856963","SBA INFRASTRUCTURE  LLC",,,
"DJD10BOP0020",,"3","0","PO Purchase Order","$3,399.00","Apr 28, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-BOSTON","S","W058","LEASE-RENT OF COMMUNICATION EQ","237130","POWER AND COMMUNICATION LINE AND RELATED STRUCTURES CONSTRUCTION","807856963","SBA INFRASTRUCTURE, LLC","BOCA RATON","FL","334872797","807856963","SBA INFRASTRUCTURE  LLC",,,
"DJD10BOP0020",,"4","0","PO Purchase Order","$3,399.00","Jul 15, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-BOSTON","S","W058","LEASE-RENT OF COMMUNICATION EQ","237130","POWER AND COMMUNICATION LINE AND RELATED STRUCTURES CONSTRUCTION","807856963","SBA INFRASTRUCTURE, LLC","BOCA RATON","FL","334872797","807856963","SBA INFRASTRUCTURE  LLC",,,
"DJD10BOP0030",,"0","0","PO Purchase Order","$2,347.50","Nov 19, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-BOSTON","S","W058","LEASE-RENT OF COMMUNICATION EQ","517210","WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE)","361496669","SBA PROPERTIES INC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10BOP0030",,"1","0","PO Purchase Order","$2,347.50","Jan 28, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-BOSTON","S","W058","LEASE-RENT OF COMMUNICATION EQ","517210","WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE)","361496669","SBA PROPERTIES INC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10BOP0030",,"2","0","PO Purchase Order","$2,347.50","Apr 28, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-BOSTON","S","W058","LEASE-RENT OF COMMUNICATION EQ","517210","WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE)","361496669","SBA PROPERTIES INC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10BOP0030",,"3","0","PO Purchase Order","$2,347.50","Jul 13, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-BOSTON","S","W058","LEASE-RENT OF COMMUNICATION EQ","517210","WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE)","361496669","SBA PROPERTIES INC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10BOP0038",,"0","0","PO Purchase Order","$2,007.72","Dec 2, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-BOSTON","S","W058","LEASE-RENT OF COMMUNICATION EQ","517210","WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE)","789519597","SBA TOWERS II LLC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10BOP0038",,"1","0","PO Purchase Order","$2,007.72","Jan 28, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-BOSTON","S","W058","LEASE-RENT OF COMMUNICATION EQ","517210","WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE)","789519597","SBA TOWERS II LLC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10BOP0038",,"2","0","PO Purchase Order","$2,007.72","Apr 28, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-BOSTON","S","W058","LEASE-RENT OF COMMUNICATION EQ","517210","WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE)","789519597","SBA TOWERS II LLC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10BOP0038",,"3","0","PO Purchase Order","$2,007.72","Jul 15, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-BOSTON","S","W058","LEASE-RENT OF COMMUNICATION EQ","517210","WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE)","789519597","SBA TOWERS II LLC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10BOP0038",,"4","0","PO Purchase Order","$192.67","Sep 22, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-BOSTON","S","W058","LEASE-RENT OF COMMUNICATION EQ","517210","WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE)","789519597","SBA TOWERS II LLC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10CBP0002",,"0","0","PO Purchase Order","$0.00","Sep 28, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-CARIBBEAN","S","X174","LEASE-RENT OF OPEN STORAGE FAC","517919","ALL OTHER TELECOMMUNICATIONS","807856963","SBA INFRASTRUCTURE, LLC","BOCA RATON","FL","334872797","807856963","SBA INFRASTRUCTURE  LLC",,,
"DJD10CBP0002",,"1","0","PO Purchase Order","$6,037.29","Nov 18, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-CARIBBEAN","S","X174","LEASE-RENT OF OPEN STORAGE FAC","517919","ALL OTHER TELECOMMUNICATIONS","807856963","SBA INFRASTRUCTURE, LLC","BOCA RATON","FL","334872797","807856963","SBA INFRASTRUCTURE  LLC",,,
"DJD10CBP0002",,"2","0","PO Purchase Order","$6,037.29","Feb 8, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-CARIBBEAN","S","X174","LEASE-RENT OF OPEN STORAGE FAC","517919","ALL OTHER TELECOMMUNICATIONS","807856963","SBA INFRASTRUCTURE, LLC","BOCA RATON","FL","334872797","807856963","SBA INFRASTRUCTURE  LLC",,,
"DJD10CBP0002",,"3","0","PO Purchase Order","$6,037.29","Apr 22, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-CARIBBEAN","S","X174","LEASE-RENT OF OPEN STORAGE FAC","517919","ALL OTHER TELECOMMUNICATIONS","807856963","SBA INFRASTRUCTURE, LLC","BOCA RATON","FL","334872797","807856963","SBA INFRASTRUCTURE  LLC",,,
"DJD10CBP0002",,"4","0","PO Purchase Order","$6,037.29","Jul 20, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-CARIBBEAN","S","X174","LEASE-RENT OF OPEN STORAGE FAC","517919","ALL OTHER TELECOMMUNICATIONS","807856963","SBA INFRASTRUCTURE, LLC","BOCA RATON","FL","334872797","807856963","SBA INFRASTRUCTURE  LLC",,,
"DJD10CBP0049",,"0","0","PO Purchase Order","$1,425.00","Jun 28, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-CARIBBEAN","S","X174","LEASE-RENT OF OPEN STORAGE FAC","531190","LESSORS OF OTHER REAL ESTATE PROPERTY","051823404","SBA TOWERS INC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10DNP0005",,"0","0","PO Purchase Order","$0.00","Oct 23, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-DENVER","S","X299","LEASE-RENT OF ALL OTH NON-BLDG FACS","532490","OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING","789519845","SBA STRUCTURES, INC.","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10DNP0005",,"1","0","PO Purchase Order","$1,113.25","Nov 12, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-DENVER","S","X299","LEASE-RENT OF ALL OTH NON-BLDG FACS","532490","OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING","789519845","SBA STRUCTURES, INC.","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10DNP0005",,"2","0","PO Purchase Order","$1,113.29","Jan 21, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-DENVER","S","X299","LEASE-RENT OF ALL OTH NON-BLDG FACS","532490","OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING","789519845","SBA STRUCTURES, INC.","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10DNP0005",,"3","0","PO Purchase Order","$1,113.27","Apr 20, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-DENVER","S","X299","LEASE-RENT OF ALL OTH NON-BLDG FACS","532490","OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING","789519845","SBA STRUCTURES, INC.","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10DNP0005",,"4","0","PO Purchase Order","$1,113.27","Jul 21, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-DENVER","S","X299","LEASE-RENT OF ALL OTH NON-BLDG FACS","532490","OTHER COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT RENTAL AND LEASING","789519845","SBA STRUCTURES, INC.","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10NOP0003",,"0","0","PO Purchase Order","$0.00","Sep 22, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-NEW ORLEANS","S","X127","LEASE-RENT OF ELCT & COMM SYS FAC","237130","POWER AND COMMUNICATION LINE AND RELATED STRUCTURES CONSTRUCTION","051823404","SBA TOWERS INC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10NOP0003",,"1","0","PO Purchase Order","$3,836.73","Nov 20, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-NEW ORLEANS","S","X127","LEASE-RENT OF ELCT & COMM SYS FAC","237130","POWER AND COMMUNICATION LINE AND RELATED STRUCTURES CONSTRUCTION","051823404","SBA TOWERS INC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10NOP0003",,"2","0","PO Purchase Order","$3,836.73","Jan 28, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-NEW ORLEANS","S","X127","LEASE-RENT OF ELCT & COMM SYS FAC","237130","POWER AND COMMUNICATION LINE AND RELATED STRUCTURES CONSTRUCTION","051823404","SBA TOWERS INC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10NOP0003",,"3","0","PO Purchase Order","$0.00","Feb 9, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-NEW ORLEANS","S","X127","LEASE-RENT OF ELCT & COMM SYS FAC","237130","POWER AND COMMUNICATION LINE AND RELATED STRUCTURES CONSTRUCTION","051823404","SBA TOWERS INC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10NOP0003",,"4","0","PO Purchase Order","$3,836.73","Apr 23, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-NEW ORLEANS","S","X127","LEASE-RENT OF ELCT & COMM SYS FAC","237130","POWER AND COMMUNICATION LINE AND RELATED STRUCTURES CONSTRUCTION","051823404","SBA TOWERS INC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10NOP0003",,"5","0","PO Purchase Order","$3,836.73","Jul 19, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-NEW ORLEANS","S","X127","LEASE-RENT OF ELCT & COMM SYS FAC","237130","POWER AND COMMUNICATION LINE AND RELATED STRUCTURES CONSTRUCTION","051823404","SBA TOWERS INC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10NOP0027",,"0","0","PO Purchase Order","$0.00","Sep 25, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-NEW ORLEANS","S","W058","LEASE-RENT OF COMMUNICATION EQ","531312","NONRESIDENTIAL PROPERTY MANAGERS","789519969","AAT COMMUNICATIONS LLC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10NOP0027",,"1","0","PO Purchase Order","$3,105.00","Nov 23, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-NEW ORLEANS","S","W058","LEASE-RENT OF COMMUNICATION EQ","531312","NONRESIDENTIAL PROPERTY MANAGERS","789519969","AAT COMMUNICATIONS LLC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10NOP0027",,"2","0","PO Purchase Order","$3,105.00","Feb 1, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-NEW ORLEANS","S","W058","LEASE-RENT OF COMMUNICATION EQ","531312","NONRESIDENTIAL PROPERTY MANAGERS","789519969","AAT COMMUNICATIONS LLC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10NOP0027",,"3","0","PO Purchase Order","$0.00","Mar 18, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-NEW ORLEANS","S","W058","LEASE-RENT OF COMMUNICATION EQ","531312","NONRESIDENTIAL PROPERTY MANAGERS","789519969","AAT COMMUNICATIONS LLC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10NOP0027",,"4","0","PO Purchase Order","$0.00","Apr 27, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-NEW ORLEANS","S","W058","LEASE-RENT OF COMMUNICATION EQ","531312","NONRESIDENTIAL PROPERTY MANAGERS","789519969","AAT COMMUNICATIONS LLC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10NOP0027",,"5","0","PO Purchase Order","$3,105.00","Apr 30, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-NEW ORLEANS","S","W058","LEASE-RENT OF COMMUNICATION EQ","531312","NONRESIDENTIAL PROPERTY MANAGERS","789519969","AAT COMMUNICATIONS LLC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10NOP0027",,"6","0","PO Purchase Order","$3,105.00","Jul 15, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-NEW ORLEANS","S","W058","LEASE-RENT OF COMMUNICATION EQ","531312","NONRESIDENTIAL PROPERTY MANAGERS","789519969","AAT COMMUNICATIONS LLC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10PHP0009",,"0","0","PO Purchase Order","$1,658.94","Nov 12, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-PHILADELPHIA","S","X127","LEASE-RENT OF ELCT & COMM SYS FAC","531190","LESSORS OF OTHER REAL ESTATE PROPERTY","361496669","SBA PROPERTIES INC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10PHP0009",,"1","0","PO Purchase Order","$1,658.94","Jan 25, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-PHILADELPHIA","S","X127","LEASE-RENT OF ELCT & COMM SYS FAC","531190","LESSORS OF OTHER REAL ESTATE PROPERTY","361496669","SBA PROPERTIES INC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10PHP0009",,"2","0","PO Purchase Order","$1,658.94","Apr 26, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-PHILADELPHIA","S","X127","LEASE-RENT OF ELCT & COMM SYS FAC","531190","LESSORS OF OTHER REAL ESTATE PROPERTY","361496669","SBA PROPERTIES INC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10PHP0009",,"3","0","PO Purchase Order","$1,658.94","Jul 28, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-PHILADELPHIA","S","X127","LEASE-RENT OF ELCT & COMM SYS FAC","531190","LESSORS OF OTHER REAL ESTATE PROPERTY","361496669","SBA PROPERTIES INC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10PHP0010",,"0","0","PO Purchase Order","$1,658.91","Nov 12, 2009",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-PHILADELPHIA","S","X127","LEASE-RENT OF ELCT & COMM SYS FAC","531190","LESSORS OF OTHER REAL ESTATE PROPERTY","051823404","SBA TOWERS INC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
"DJD10PHP0010",,"1","0","PO Purchase Order","$1,658.91","Feb 2, 2010",,"1524","DRUG ENFORCEMENT ADMINISTRATION","DIVISION-PHILADELPHIA","S","X127","LEASE-RENT OF ELCT & COMM SYS FAC","531190","LESSORS OF OTHER REAL ESTATE PROPERTY","051823404","SBA TOWERS INC","BOCA RATON","FL","334872797","009594552","SBA COMMUNICATIONS CORPORATION",,,
